id,kingdom,subkingdom,division,subdivision,class_name,subclass,order_name,family_name,subfamily,tribe,genus,species,common_name,botanical_name,author_citation,iucn_status,category,family_description,genera_species_count,created_at
95,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Rosales,Rosaceae,Amygdaloideae,,Prunus,persica,Peach,Prunus persica,(L.) Batsch,LC,Fruit,"Rose family; includes apples, pears, cherries, plums, strawberries",430,2026-06-26 15:47:47.232680
96,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Rosales,Rosaceae,Amygdaloideae,,Prunus,domestica,Plum,Prunus domestica,L.,LC,Fruit,"Rose family; includes apples, pears, cherries, plums, strawberries",430,2026-06-26 15:47:47.232681
97,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Rosales,Rosaceae,Amygdaloideae,,Prunus,avium,Cherry (Sweet),Prunus avium,(L.) L.,LC,Fruit,"Rose family; includes apples, pears, cherries, plums, strawberries",430,2026-06-26 15:47:47.232681
98,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Rosales,Rosaceae,Amygdaloideae,,Prunus,armeniaca,Apricot,Prunus armeniaca,L.,NT,Fruit,"Rose family; includes apples, pears, cherries, plums, strawberries",430,2026-06-26 15:47:47.232681
99,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Rosales,Rosaceae,Rosoideae,,Fragaria,ananassa,Strawberry,Fragaria x ananassa,Duchesne ex Rozier,LC,Fruit,"Rose family; includes apples, pears, cherries, plums, strawberries",20,2026-06-26 15:47:47.232682
100,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Vitales,Vitaceae,Vitoideae,,Vitis,vinifera,Grape,Vitis vinifera,L.,LC,Fruit,Grape family,79,2026-06-26 15:47:47.232682
101,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Ericales,Ericaceae,Vaccinioideae,,Vaccinium,corymbosum,Blueberry,Vaccinium corymbosum,L.,LC,Fruit,"Heath family; blueberries, cranberries, rhododendron",450,2026-06-26 15:47:47.232682
102,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Rosales,Rosaceae,Rosoideae,,Rubus,idaeus,Raspberry,Rubus idaeus,L.,LC,Fruit,"Rose family; includes apples, pears, cherries, plums, strawberries",750,2026-06-26 15:47:47.232683
103,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Rosales,Rosaceae,Rosoideae,,Rubus,fruticosus,Blackberry,Rubus fruticosus,L. agg.,LC,Fruit,"Rose family; includes apples, pears, cherries, plums, strawberries",750,2026-06-26 15:47:47.232683
104,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Ericales,Ericaceae,Vaccinioideae,,Vaccinium,macrocarpon,Cranberry,Vaccinium macrocarpon,Aiton,LC,Fruit,"Heath family; blueberries, cranberries, rhododendron",450,2026-06-26 15:47:47.232683
105,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Saxifragales,Grossulariaceae,Grossularioideae,,Ribes,uva-crispa,Gooseberry,Ribes uva-crispa,L.,LC,Fruit,,150,2026-06-26 15:47:47.232684
106,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Ericales,Ebenaceae,Ebenoideae,,Diospyros,kaki,Persimmon,Diospyros kaki,Thunb.,LC,Fruit,Ebony/Persimmon family,700,2026-06-26 15:47:47.232684
107,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Rosales,Rosaceae,Amygdaloideae,,Prunus,dulcis,Almond,Prunus dulcis,(Mill.) D.A.Webb,LC,Nut/Fruit,"Rose family; includes apples, pears, cherries, plums, strawberries",430,2026-06-26 15:47:47.232684
108,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Fagales,Juglandaceae,Juglandoideae,,Juglans,regia,Walnut,Juglans regia,L.,NT,Nut/Fruit,Walnut family,0,2026-06-26 15:47:47.232684
109,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Cucurbitales,Cucurbitaceae,Cucurbitoideae,,Citrullus,lanatus,Watermelon,Citrullus lanatus,(Thunb.) Matsum. & Nakai,LC,Fruit/Vegetable,"Gourd/Squash family; cucumbers, melons, pumpkins",4,2026-06-26 15:47:47.232685
110,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Cucurbitales,Cucurbitaceae,Cucurbitoideae,,Cucumis,melo,Muskmelon / Cantaloupe,Cucumis melo,L.,LC,Fruit/Vegetable,"Gourd/Squash family; cucumbers, melons, pumpkins",52,2026-06-26 15:47:47.232685
111,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Solanales,Solanaceae,Solanoideae,,Solanum,lycopersicum,Tomato,Solanum lycopersicum,L.,LC,Vegetable,"Nightshade family; tomato, potato, pepper, tobacco",1500,2026-06-26 15:47:47.232686
112,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Solanales,Solanaceae,Solanoideae,,Solanum,tuberosum,Potato,Solanum tuberosum,L.,LC,Vegetable,"Nightshade family; tomato, potato, pepper, tobacco",1500,2026-06-26 15:47:47.232686
113,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Liliopsida,Lilianae,Asparagales,Amaryllidaceae,Allioideae,,Allium,cepa,Onion,Allium cepa,L.,LC,Vegetable,,920,2026-06-26 15:47:47.232686
114,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Liliopsida,Lilianae,Asparagales,Amaryllidaceae,Allioideae,,Allium,sativum,Garlic,Allium sativum,L.,LC,Vegetable/Spice,,920,2026-06-26 15:47:47.232686
115,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Liliopsida,Commelinidae,Zingiberales,Zingiberaceae,Zingiberoideae,,Zingiber,officinale,Ginger,Zingiber officinale,Roscoe,LC,Spice/Medicinal,"Ginger family; ginger, turmeric, cardamom",140,2026-06-26 15:47:47.232687
116,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Liliopsida,Commelinidae,Zingiberales,Zingiberaceae,Zingiberoideae,,Curcuma,longa,Turmeric,Curcuma longa,L.,LC,Spice/Medicinal,"Ginger family; ginger, turmeric, cardamom",100,2026-06-26 15:47:47.232687
117,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Apiales,Apiaceae,Apioideae,,Daucus,carota,Carrot,Daucus carota,L.,LC,Vegetable,Carrot/Parsley family; umbellifers,25,2026-06-26 15:47:47.232687
118,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Brassicales,Brassicaceae,Brassiceae,,Raphanus,sativus,Radish,Raphanus sativus,L.,LC,Vegetable,Mustard/Cabbage family; cruciferous vegetables,3,2026-06-26 15:47:47.232688
119,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Brassicales,Brassicaceae,Brassiceae,,Brassica,rapa,Turnip,Brassica rapa,L.,LC,Vegetable,Mustard/Cabbage family; cruciferous vegetables,40,2026-06-26 15:47:47.232688
120,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Solanales,Convolvulaceae,Convolvuloideae,,Ipomoea,batatas,Sweet Potato,Ipomoea batatas,(L.) Lam.,LC,Vegetable,Morning glory family; sweet potato,650,2026-06-26 15:47:47.232688
121,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Liliopsida,Lilianae,Dioscoreales,Dioscoreaceae,Dioscoreoideae,,Dioscorea,alata,Yam,Dioscorea alata,L.,LC,Vegetable,Yam family,870,2026-06-26 15:47:47.232689
122,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Malpighiales,Euphorbiaceae,Crotonoideae,,Manihot,esculenta,Cassava (Tapioca),Manihot esculenta,Crantz,LC,Vegetable/Tuber,"Spurge family; includes cassava, rubber, castor",100,2026-06-26 15:47:47.232689
123,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Liliopsida,Alismatanae,Alismatales,Araceae,Aroideae,,Colocasia,esculenta,Taro (Arvi),Colocasia esculenta,(L.) Schott,LC,Vegetable/Tuber,"Arum family; includes taro, colocasia",25,2026-06-26 15:47:47.232689
124,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Liliopsida,Alismatanae,Alismatales,Araceae,Aroideae,,Amorphophallus,paeoniifolius,Elephant Foot Yam,Amorphophallus paeoniifolius,(Dennst.) Nicolson,LC,Vegetable/Tuber,"Arum family; includes taro, colocasia",0,2026-06-26 15:47:47.232690
125,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Solanales,Solanaceae,Solanoideae,,Solanum,melongena,Brinjal (Eggplant),Solanum melongena,L.,LC,Vegetable,"Nightshade family; tomato, potato, pepper, tobacco",1500,2026-06-26 15:47:47.232690
126,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Solanales,Solanaceae,Solanoideae,,Capsicum,annuum,Chilli (Hot Pepper),Capsicum annuum,L.,LC,Vegetable/Spice,"Nightshade family; tomato, potato, pepper, tobacco",40,2026-06-26 15:47:47.232690
127,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Solanales,Solanaceae,Solanoideae,,Capsicum,annuum,Bell Pepper (Capsicum),Capsicum annuum var. grossum,(Willd.) Sendtn.,LC,Vegetable,"Nightshade family; tomato, potato, pepper, tobacco",40,2026-06-26 15:47:47.232691
128,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Malvales,Malvaceae,Malvoideae,,Abelmoschus,esculentus,Okra (Ladies Finger),Abelmoschus esculentus,(L.) Moench,LC,Vegetable,"Mallow family; cotton, hibiscus, cacao, durian",15,2026-06-26 15:47:47.232691
129,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Cucurbitales,Cucurbitaceae,Cucurbitoideae,,Cucumis,sativus,Cucumber,Cucumis sativus,L.,LC,Vegetable,"Gourd/Squash family; cucumbers, melons, pumpkins",52,2026-06-26 15:47:47.232691
130,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Cucurbitales,Cucurbitaceae,Cucurbitoideae,,Cucurbita,pepo,Pumpkin,Cucurbita pepo,L.,LC,Vegetable,"Gourd/Squash family; cucumbers, melons, pumpkins",15,2026-06-26 15:47:47.232691
131,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Cucurbitales,Cucurbitaceae,Cucurbitoideae,,Lagenaria,siceraria,Bottle Gourd (Lauki),Lagenaria siceraria,(Molina) Standl.,LC,Vegetable,"Gourd/Squash family; cucumbers, melons, pumpkins",6,2026-06-26 15:47:47.232692
132,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Cucurbitales,Cucurbitaceae,Cucurbitoideae,,Momordica,charantia,Bitter Gourd (Karela),Momordica charantia,L.,LC,Vegetable/Medicinal,"Gourd/Squash family; cucumbers, melons, pumpkins",60,2026-06-26 15:47:47.232692
133,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Cucurbitales,Cucurbitaceae,Cucurbitoideae,,Luffa,acutangula,Ridge Gourd (Turai),Luffa acutangula,(L.) Roxb.,LC,Vegetable,"Gourd/Squash family; cucumbers, melons, pumpkins",8,2026-06-26 15:47:47.232692
134,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Cucurbitales,Cucurbitaceae,Cucurbitoideae,,Trichosanthes,cucumerina,Snake Gourd,Trichosanthes cucumerina,L.,LC,Vegetable,"Gourd/Squash family; cucumbers, melons, pumpkins",100,2026-06-26 15:47:47.232693
135,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Cucurbitales,Cucurbitaceae,Cucurbitoideae,,Benincasa,hispida,Ash Gourd (Petha),Benincasa hispida,(Thunb.) Cogn.,LC,Vegetable,"Gourd/Squash family; cucumbers, melons, pumpkins",1,2026-06-26 15:47:47.232693
136,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Cucurbitales,Cucurbitaceae,Cucurbitoideae,,Coccinia,grandis,Ivy Gourd (Tindora),Coccinia grandis,(L.) Voigt,LC,Vegetable,"Gourd/Squash family; cucumbers, melons, pumpkins",30,2026-06-26 15:47:47.232693
137,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Caryophyllidae,Caryophyllales,Amaranthaceae,Chenopodioideae,,Spinacia,oleracea,Spinach,Spinacia oleracea,L.,LC,Vegetable,"Amaranth family; includes beet, spinach, quinoa",3,2026-06-26 15:47:47.232694
138,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Asterales,Asteraceae,Cichorioideae,,Lactuca,sativa,Lettuce,Lactuca sativa,L.,LC,Vegetable,Daisy/Composite family; world's largest flowering plant family,75,2026-06-26 15:47:47.232694
139,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Brassicales,Brassicaceae,Brassiceae,,Brassica,oleracea,Cabbage,Brassica oleracea var. capitata,L.,LC,Vegetable,Mustard/Cabbage family; cruciferous vegetables,40,2026-06-26 15:47:47.232694
140,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Brassicales,Brassicaceae,Brassiceae,,Brassica,oleracea,Broccoli,Brassica oleracea var. italica,Plenck,LC,Vegetable,Mustard/Cabbage family; cruciferous vegetables,40,2026-06-26 15:47:47.232695
141,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Brassicales,Brassicaceae,Brassiceae,,Brassica,oleracea,Cauliflower,Brassica oleracea var. botrytis,L.,LC,Vegetable,Mustard/Cabbage family; cruciferous vegetables,40,2026-06-26 15:47:47.232695
142,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Brassicales,Brassicaceae,Brassiceae,,Brassica,oleracea,Kale,Brassica oleracea var. acephala,DC.,LC,Vegetable,Mustard/Cabbage family; cruciferous vegetables,40,2026-06-26 15:47:47.232695
143,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Apiales,Apiaceae,Apioideae,,Apium,graveolens,Celery,Apium graveolens,L.,LC,Vegetable,Carrot/Parsley family; umbellifers,0,2026-06-26 15:47:47.232696
144,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Brassicales,Brassicaceae,Brassiceae,,Brassica,juncea,Mustard Greens (Sarson),Brassica juncea,(L.) Czern.,LC,Vegetable/Oilseed,Mustard/Cabbage family; cruciferous vegetables,40,2026-06-26 15:47:47.232696
145,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Fabales,Fabaceae,Faboideae,,Trigonella,foenum-graecum,Fenugreek (Methi),Trigonella foenum-graecum,L.,LC,Vegetable/Spice,Legume/Pea family; world's second largest food plant family,135,2026-06-26 15:47:47.232696
146,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Liliopsida,Lilianae,Asparagales,Amaryllidaceae,Allioideae,,Allium,ampeloprasum,Leek,Allium ampeloprasum,L.,LC,Vegetable,,920,2026-06-26 15:47:47.232697
147,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Liliopsida,Lilianae,Asparagales,Amaryllidaceae,Allioideae,,Allium,fistulosum,Spring Onion (Scallion),Allium fistulosum,L.,LC,Vegetable,,920,2026-06-26 15:47:47.232697
148,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Caryophyllidae,Caryophyllales,Amaranthaceae,Amaranthoideae,,Amaranthus,tricolor,Amaranth Leaves,Amaranthus tricolor,L.,LC,Vegetable,"Amaranth family; includes beet, spinach, quinoa",75,2026-06-26 15:47:47.232697
149,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Brassicales,Moringaceae,Moringoideae,,Moringa,oleifera,Moringa (Drumstick),Moringa oleifera,Lam.,LC,Vegetable/Medicinal/Tree,Moringa/Drumstick tree family,13,2026-06-26 15:47:47.232697
150,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Apiales,Apiaceae,Apioideae,,Coriandrum,sativum,Coriander (Cilantro),Coriandrum sativum,L.,LC,Herb/Spice,Carrot/Parsley family; umbellifers,2,2026-06-26 15:47:47.232698
151,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Magnoliidae,Piperales,Piperaceae,Piperoideae,,Piper,nigrum,Black Pepper,Piper nigrum,L.,LC,Spice,Pepper family,3000,2026-06-26 15:47:47.232698
152,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Liliopsida,Commelinidae,Zingiberales,Zingiberaceae,Zingiberoideae,,Elettaria,cardamomum,Cardamom (Green),Elettaria cardamomum,(L.) Maton,LC,Spice,"Ginger family; ginger, turmeric, cardamom",7,2026-06-26 15:47:47.232698
153,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Magnoliidae,Laurales,Lauraceae,Lauroideae,,Cinnamomum,verum,Cinnamon,Cinnamomum verum,J.Presl,LC,Spice,"Laurel family; avocado, cinnamon, bay laurel",250,2026-06-26 15:47:47.232699
154,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Myrtales,Myrtaceae,Myrtoideae,,Syzygium,aromaticum,Clove,Syzygium aromaticum,(L.) Merr. & L.M.Perry,LC,Spice,"Myrtle family; includes guava, eucalyptus, clove",1200,2026-06-26 15:47:47.232699
155,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Magnoliidae,Magnoliales,Myristicaceae,Myristicoideae,,Myristica,fragrans,Nutmeg,Myristica fragrans,Houtt.,LC,Spice,,120,2026-06-26 15:47:47.232699
156,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Liliopsida,Lilianae,Asparagales,Orchidaceae,Vanilloideae,,Vanilla,planifolia,Vanilla,Vanilla planifolia,Andrews,VU,Spice,Orchid family; world's largest plant family by species count,110,2026-06-26 15:47:47.232700
157,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Apiales,Apiaceae,Apioideae,,Cuminum,cyminum,Cumin,Cuminum cyminum,L.,LC,Spice,Carrot/Parsley family; umbellifers,4,2026-06-26 15:47:47.232700
158,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Apiales,Apiaceae,Apioideae,,Carum,carvi,Caraway,Carum carvi,L.,LC,Spice,Carrot/Parsley family; umbellifers,30,2026-06-26 15:47:47.232700
159,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Apiales,Apiaceae,Apioideae,,Trachyspermum,ammi,Ajwain (Carom),Trachyspermum ammi,(L.) Sprague,LC,Spice,Carrot/Parsley family; umbellifers,15,2026-06-26 15:47:47.232701
160,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Magnoliidae,Austrobaileyales,Schisandraceae,Illicioideae,,Illicium,verum,Star Anise,Illicium verum,Hook.f.,LC,Spice,,0,2026-06-26 15:47:47.232701
161,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Liliopsida,Lilianae,Asparagales,Iridaceae,Iridoideae,,Crocus,sativus,Saffron,Crocus sativus,L.,LC,Spice,,0,2026-06-26 15:47:47.232701
162,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Apiales,Apiaceae,Apioideae,,Foeniculum,vulgare,Fennel,Foeniculum vulgare,Mill.,LC,Spice/Herb,Carrot/Parsley family; umbellifers,1,2026-06-26 15:47:47.232701
163,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Apiales,Apiaceae,Apioideae,,Anethum,graveolens,Dill,Anethum graveolens,L.,LC,Herb/Spice,Carrot/Parsley family; umbellifers,2,2026-06-26 15:47:47.232702
164,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Sapindales,Meliaceae,Meliaceae,,Azadirachta,indica,Neem,Azadirachta indica,A.Juss.,LC,Medicinal Tree,"Mahogany family; includes neem, toon",2,2026-06-26 15:47:47.232702
165,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Lamiales,Lamiaceae,Ocimeae,,Ocimum,tenuiflorum,Tulsi (Holy Basil),Ocimum tenuiflorum,L.,LC,Medicinal Herb,Mint/Sage family; aromatic herbs,65,2026-06-26 15:47:47.232702
166,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Lamiales,Lamiaceae,Mentheae,,Mentha,spicata,Mint (Spearmint),Mentha spicata,L.,LC,Herb,Mint/Sage family; aromatic herbs,18,2026-06-26 15:47:47.232703
167,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Lamiales,Lamiaceae,Mentheae,,Mentha,piperita,Peppermint,Mentha x piperita,L.,LC,Herb,Mint/Sage family; aromatic herbs,18,2026-06-26 15:47:47.232703
168,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Lamiales,Lamiaceae,Ocimeae,,Ocimum,basilicum,Sweet Basil,Ocimum basilicum,L.,LC,Herb,Mint/Sage family; aromatic herbs,65,2026-06-26 15:47:47.232703
169,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Lamiales,Lamiaceae,Mentheae,,Salvia,rosmarinus,Rosemary,Salvia rosmarinus,Spenn.,LC,Herb,Mint/Sage family; aromatic herbs,1000,2026-06-26 15:47:47.232704
170,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Lamiales,Lamiaceae,Mentheae,,Thymus,vulgaris,Thyme,Thymus vulgaris,L.,LC,Herb,Mint/Sage family; aromatic herbs,350,2026-06-26 15:47:47.232704
171,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Lamiales,Lamiaceae,Mentheae,,Origanum,vulgare,Oregano,Origanum vulgare,L.,LC,Herb,Mint/Sage family; aromatic herbs,44,2026-06-26 15:47:47.232704
172,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Lamiales,Lamiaceae,Ocimeae,,Lavandula,angustifolia,Lavender,Lavandula angustifolia,Mill.,LC,Aromatic Herb,Mint/Sage family; aromatic herbs,47,2026-06-26 15:47:47.232705
173,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Lamiales,Lamiaceae,Mentheae,,Salvia,officinalis,Sage,Salvia officinalis,L.,LC,Herb,Mint/Sage family; aromatic herbs,1000,2026-06-26 15:47:47.232705
174,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Apiales,Apiaceae,Apioideae,,Petroselinum,crispum,Parsley,Petroselinum crispum,(Mill.) Fuss,LC,Herb,Carrot/Parsley family; umbellifers,0,2026-06-26 15:47:47.232705
175,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Liliopsida,Lilianae,Asparagales,Xanthorrhoeaceae,Alooideae,,Aloe,vera,Aloe Vera,Aloe vera,(L.) Burm.f.,LC,Succulent/Medicinal,Aloe family (now classified here),550,2026-06-26 15:47:47.232706
176,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Solanales,Solanaceae,Solanoideae,,Withania,somnifera,Ashwagandha,Withania somnifera,(L.) Dunal,LC,Medicinal Herb,"Nightshade family; tomato, potato, pepper, tobacco",10,2026-06-26 15:47:47.232706
177,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Lamiales,Plantaginaceae,Gratioleae,,Bacopa,monnieri,Brahmi (Water Hyssop),Bacopa monnieri,(L.) Wettst.,LC,Medicinal Herb,"Plantain family; snapdragons, foxgloves",70,2026-06-26 15:47:47.232706
178,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Ranunculidae,Ranunculales,Menispermaceae,Tinosporoideae,,Tinospora,cordifolia,Giloy (Tinospora),Tinospora cordifolia,(Willd.) Miers,LC,Medicinal Climber,,32,2026-06-26 15:47:47.232707
179,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Liliopsida,Commelinidae,Poales,Poaceae,Panicoideae,,Cymbopogon,citratus,Lemongrass,Cymbopogon citratus,(DC.) Stapf,LC,Aromatic Herb,Grass family; cereals and grains - most economically important plant family,55,2026-06-26 15:47:47.232707
180,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Liliopsida,Commelinidae,Poales,Poaceae,Panicoideae,,Chrysopogon,zizanioides,Vetiver (Khus),Chrysopogon zizanioides,(L.) Roberty,LC,Aromatic Grass,Grass family; cereals and grains - most economically important plant family,0,2026-06-26 15:47:47.232707
181,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Apiales,Apiaceae,Mackinlayoideae,,Centella,asiatica,Gotu Kola,Centella asiatica,(L.) Urb.,LC,Medicinal Herb,Carrot/Parsley family; umbellifers,50,2026-06-26 15:47:47.232707
182,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Gentianales,Apocynaceae,Rauvolfioideae,,Rauwolfia,serpentina,Sarpagandha (Indian Snakeroot),Rauwolfia serpentina,(L.) Benth. ex Kurz,EN,Medicinal Shrub,"Dogbane family; includes oleander, periwinkle",90,2026-06-26 15:47:47.232708
183,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Gentianales,Apocynaceae,Rauvolfioideae,,Catharanthus,roseus,Periwinkle (Sadabahar),Catharanthus roseus,(L.) G.Don,LC,Medicinal Herb,"Dogbane family; includes oleander, periwinkle",8,2026-06-26 15:47:47.232708
184,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Lamiales,Acanthaceae,Andrographideae,,Andrographis,paniculata,Andrographis (Kalmegh),Andrographis paniculata,(Burm.f.) Nees,LC,Medicinal Herb,,28,2026-06-26 15:47:47.232708
185,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Lamiales,Lamiaceae,Viticoideae,,Tectona,grandis,Teak,Tectona grandis,L.f.,LC,Timber Tree,Mint/Sage family; aromatic herbs,3,2026-06-26 15:47:47.232709
186,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Fabales,Fabaceae,Faboideae,,Dalbergia,sissoo,Rosewood (Sheesham),Dalbergia sissoo,DC.,NT,Timber Tree,Legume/Pea family; world's second largest food plant family,700,2026-06-26 15:47:47.232709
187,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Myrtales,Myrtaceae,Myrtoideae,,Eucalyptus,globulus,Eucalyptus,Eucalyptus globulus,Labill.,LC,Timber/Medicinal Tree,"Myrtle family; includes guava, eucalyptus, clove",700,2026-06-26 15:47:47.232709
